id	TYPE	gender	NAME	description	level	icon_id	part	is_up_to_up	power_require	gold	gem	head	body	leg
1179	27	3	Đu đủ	VPSK	0	10886	-1	0	0	0	0	-1	-1	-1
1178	27	3	Quả dừa	VPSK	0	10885	-1	0	0	0	0	-1	-1	-1
1177	27	3	Mãng cầu	VPSK	0	10884	-1	0	0	0	0	-1	-1	-1
1173	27	3	Rương Mảnh Thiên Sứ	VPSK	0	10854	-1	0	0	0	0	-1	-1	-1
1171	27	3	Túi 7 chú lùn	VPSK	0	10853	-1	1	0	0	0	-1	-1	-1
1170	27	3	Gói quà	VPSK	0	10852	-1	1	0	0	0	-1	-1	-1
1169	27	3	Kẹo người tuyết	VPSK	0	10851	-1	1	0	0	0	-1	-1	-1
1168	27	3	Kẹo đường	VPSK	0	10850	-1	1	0	0	0	-1	-1	-1
1167	27	3	Bánh quy	VPSK	0	10849	-1	1	0	0	0	-1	-1	-1
1166	27	3	Cá tuyết	VPSK	0	10848	-1	1	0	0	0	-1	-1	-1
1165	27	3	Chuông đồng	VPSK	0	10847	-1	1	0	0	0	-1	-1	-1
1143	27	3	Đá bảo vệ (Khóa)	Bảo vệ trang bị không bị rớt cấp	0	9406	-1	0	0	0	0	-1	-1	-1
1141	27	3	Phiếu giảm giá Black Friday	VPSK	0	4030	-1	0	0	0	0	-1	-1	-1
1136	27	3	Capsule World Cup VIP	VPSK	0	10679	-1	0	0	0	0	-1	-1	-1
1135	27	3	Capsule World Cup	VPSK	0	10678	-1	0	0	0	0	-1	-1	-1
1134	27	3	Thiệp World Cup	VPSK	0	10668	-1	0	0	0	0	-1	-1	-1
1133	27	3	Fan gà nửa mùa	VPSK	0	10666	-1	0	0	0	0	-1	-1	-1
1132	27	3	Fan cuồng bóng đá	VPSK	0	10667	-1	0	0	0	0	-1	-1	-1
1127	27	3	22	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10637	-1	0	0	0	0	-1	-1	-1
1126	27	3	20	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10636	-1	0	0	0	0	-1	-1	-1
1125	27	3	P	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10635	-1	0	0	0	0	-1	-1	-1
1124	27	3	U	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10634	-1	0	0	0	0	-1	-1	-1
1123	27	3	C	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10633	-1	0	0	0	0	-1	-1	-1
1122	27	3	D	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10632	-1	0	0	0	0	-1	-1	-1
1121	27	3	L	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10631	-1	0	0	0	0	-1	-1	-1
1120	27	3	R	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10630	-1	0	0	0	0	-1	-1	-1
1119	27	3	O	Thu thập các mảnh WORLD CUP 2022 và đến gặp Quy Lã...	0	10629	-1	0	0	0	0	-1	-1	-1
